replicate,C0-R@42,C0-R@1337,C0-R@20260703,C1-M@42,C1-M@1337,C1-M@20260703,C4-M@42,C4-M@1337,C4-M@20260703,C4MixFT-M@42,C4MixFT-M@1337,C4Mix-M@42,C4Mix-M@1337,C4R-M@42,C4R-M@1337
176,0.406612,0.408599,0.412384,0.411032,0.416588,0.390962,0.406810,0.397593,0.409218,0.416867,0.418261,0.397858,0.413606,0.429627,0.394523
177,0.408441,0.403845,0.401663,0.410919,0.416619,0.390053,0.409919,0.374988,0.410026,0.393679,0.411272,0.401123,0.401820,0.411225,0.388170
178,0.388039,0.377871,0.374742,0.383658,0.383697,0.368375,0.382267,0.347847,0.381909,0.372642,0.377668,0.365451,0.398604,0.385665,0.364099
179,0.405931,0.393612,0.391586,0.402905,0.404711,0.374576,0.398957,0.380583,0.395010,0.387733,0.404596,0.387455,0.398974,0.411587,0.372993
184,0.409278,0.416362,0.414606,0.427235,0.425562,0.402218,0.419250,0.381561,0.402266,0.407807,0.414676,0.400617,0.413439,0.427591,0.404657
185,0.386596,0.390745,0.397468,0.398317,0.390742,0.389486,0.395946,0.375991,0.392184,0.381181,0.397456,0.373663,0.385074,0.399284,0.381565
186,0.404218,0.406063,0.407924,0.411393,0.420760,0.405365,0.411124,0.388664,0.410952,0.411378,0.409404,0.392032,0.410341,0.423308,0.394099
187,0.410569,0.406975,0.422226,0.426675,0.424405,0.409745,0.413193,0.395743,0.406947,0.413189,0.408290,0.396227,0.408575,0.422443,0.391991
188,0.414410,0.408648,0.410445,0.422824,0.424522,0.401560,0.418309,0.397995,0.420189,0.414738,0.418843,0.401719,0.427219,0.422249,0.395833
189,0.405925,0.402076,0.413001,0.405644,0.407486,0.397929,0.410891,0.385655,0.405028,0.392474,0.410339,0.397926,0.405735,0.413638,0.383815
190,0.387078,0.389420,0.396208,0.411894,0.404381,0.393776,0.408302,0.369287,0.386211,0.388483,0.400283,0.376609,0.403094,0.405501,0.367417
191,0.388554,0.393812,0.390113,0.388757,0.391615,0.388685,0.386766,0.377996,0.391653,0.384921,0.398705,0.380384,0.389728,0.395899,0.367395
192,0.408610,0.408884,0.409769,0.421924,0.416244,0.401974,0.411232,0.386583,0.413635,0.405127,0.415534,0.403463,0.406019,0.418769,0.393511
193,0.389710,0.405537,0.396932,0.400587,0.400869,0.390211,0.403292,0.369807,0.397446,0.396017,0.392362,0.372236,0.402939,0.402759,0.364107
194,0.418523,0.413883,0.411122,0.422750,0.422832,0.405653,0.418147,0.399054,0.416307,0.402269,0.427082,0.402150,0.404221,0.422410,0.405836
195,0.410555,0.415132,0.421662,0.428476,0.419269,0.399633,0.424244,0.402039,0.412915,0.406800,0.425427,0.397036,0.417645,0.421946,0.394413
196,0.394420,0.407323,0.396160,0.417627,0.399149,0.388630,0.408594,0.387817,0.399721,0.398649,0.404724,0.386387,0.402864,0.404069,0.389078
197,0.405629,0.411631,0.408855,0.414536,0.419513,0.412657,0.411651,0.396833,0.422107,0.389994,0.401081,0.402624,0.418218,0.414085,0.398184
198,0.409340,0.410038,0.411372,0.421730,0.425000,0.403766,0.417511,0.387066,0.404871,0.415054,0.418655,0.400881,0.418944,0.428630,0.396853
199,0.388712,0.386163,0.396751,0.396765,0.387221,0.376848,0.382013,0.365799,0.388781,0.383230,0.384227,0.373491,0.390941,0.394852,0.366685
200,0.411697,0.415677,0.409005,0.416331,0.415153,0.404703,0.412104,0.392883,0.420665,0.399580,0.412138,0.393149,0.412327,0.417761,0.385970
201,0.395600,0.399272,0.390816,0.402604,0.403218,0.395452,0.397728,0.376518,0.397399,0.382333,0.386399,0.383349,0.394175,0.394097,0.373408
202,0.395817,0.411551,0.405016,0.416051,0.414051,0.394765,0.412026,0.394129,0.403840,0.403750,0.404393,0.395080,0.413776,0.411996,0.393201
203,0.395667,0.386342,0.385769,0.400391,0.394860,0.384349,0.390565,0.363609,0.391841,0.394278,0.391925,0.367603,0.398252,0.395068,0.373766
204,0.384537,0.379105,0.380604,0.406967,0.400714,0.367120,0.400047,0.359791,0.384820,0.390281,0.386483,0.385209,0.382448,0.398026,0.366163
205,0.413190,0.415948,0.407946,0.428360,0.422839,0.414060,0.417322,0.390836,0.415629,0.412282,0.415537,0.393302,0.426555,0.431425,0.393362
206,0.397754,0.378638,0.387083,0.399482,0.399652,0.386164,0.396405,0.364701,0.399106,0.389732,0.404567,0.381012,0.405390,0.408782,0.375847
207,0.418665,0.413112,0.409754,0.406866,0.418733,0.407538,0.409767,0.388675,0.408658,0.406256,0.420573,0.394651,0.410390,0.417535,0.386855
212,0.440146,0.426359,0.434954,0.430817,0.435126,0.422568,0.431417,0.398738,0.426242,0.421655,0.433833,0.414168,0.430873,0.441122,0.410671
213,0.404648,0.397486,0.394101,0.399441,0.404535,0.389754,0.388270,0.376767,0.395429,0.395366,0.403390,0.372224,0.402296,0.399845,0.382240
214,0.414544,0.401239,0.404895,0.413442,0.416572,0.390687,0.405551,0.382672,0.405559,0.403595,0.405762,0.391656,0.405495,0.411932,0.386617
215,0.415442,0.400260,0.398040,0.405470,0.414514,0.403419,0.410596,0.390929,0.409273,0.397984,0.412607,0.390331,0.394965,0.410908,0.390320
208,0.416913,0.415117,0.409303,0.421701,0.414551,0.405469,0.413505,0.381156,0.405917,0.409746,0.410456,0.382419,0.442735,0.414157,0.381709
209,0.393841,0.394807,0.391402,0.404966,0.411494,0.384825,0.393306,0.364654,0.391072,0.387261,0.397206,0.383275,0.402213,0.399721,0.372966
210,0.403933,0.409229,0.415139,0.414272,0.415899,0.397484,0.418398,0.390785,0.409477,0.407898,0.415439,0.402782,0.412304,0.425406,0.396813
211,0.400594,0.402659,0.409793,0.411310,0.408523,0.398329,0.395225,0.383133,0.398972,0.391979,0.400799,0.389180,0.400414,0.405720,0.379723
220,0.405100,0.410278,0.387456,0.410316,0.407053,0.395697,0.403118,0.374202,0.405066,0.401096,0.408125,0.389274,0.410142,0.412105,0.395159
221,0.385824,0.371283,0.389013,0.390560,0.391064,0.366310,0.384358,0.364336,0.388672,0.378960,0.382425,0.368295,0.389598,0.389512,0.357717
222,0.407790,0.408225,0.397874,0.412446,0.419314,0.398667,0.411633,0.387187,0.411247,0.398973,0.406550,0.389215,0.408243,0.415405,0.395721
223,0.387384,0.397923,0.395444,0.396132,0.401825,0.387764,0.382014,0.360170,0.394020,0.386729,0.382497,0.371321,0.391683,0.396298,0.365807
224,0.424298,0.425503,0.427970,0.431115,0.436028,0.414948,0.422359,0.399563,0.429913,0.416960,0.417784,0.417144,0.424838,0.439274,0.389175
225,0.412925,0.419109,0.413665,0.430878,0.428914,0.399503,0.424645,0.392849,0.415901,0.411535,0.407269,0.402604,0.405011,0.427571,0.397972
226,0.404941,0.416252,0.409492,0.414160,0.419650,0.399487,0.406650,0.382616,0.407689,0.398039,0.407530,0.391466,0.402799,0.408415,0.384977
227,0.424385,0.411461,0.426030,0.428969,0.433353,0.408264,0.419728,0.397369,0.432432,0.419280,0.423931,0.400333,0.416293,0.439402,0.395334
216,0.399150,0.396070,0.401412,0.411175,0.410609,0.393007,0.393010,0.372152,0.401463,0.393820,0.397248,0.379289,0.409393,0.404841,0.366881
217,0.428527,0.407558,0.419464,0.415530,0.424962,0.409695,0.402365,0.403303,0.412077,0.417785,0.414244,0.398537,0.415604,0.432876,0.399204
218,0.397925,0.390585,0.378039,0.401862,0.394959,0.391084,0.396713,0.369658,0.387679,0.384233,0.386359,0.374968,0.388392,0.403414,0.373629
219,0.395567,0.400043,0.394897,0.399291,0.410471,0.382920,0.403360,0.369018,0.399578,0.386053,0.402133,0.390699,0.401494,0.405939,0.387456
232,0.415409,0.424151,0.419886,0.423251,0.434777,0.412275,0.413837,0.390413,0.418786,0.416599,0.413479,0.410104,0.415116,0.421940,0.385178
233,0.420377,0.414112,0.413514,0.431219,0.425660,0.416517,0.424727,0.397238,0.415741,0.407714,0.416828,0.398506,0.414185,0.418290,0.395588
234,0.403259,0.388471,0.396454,0.402656,0.408798,0.377668,0.404793,0.370958,0.395514,0.400318,0.406760,0.386183,0.400160,0.411058,0.381291
235,0.416623,0.419078,0.414409,0.415584,0.422911,0.403546,0.399553,0.397712,0.413519,0.408820,0.413692,0.397391,0.414198,0.424625,0.380603
240,0.419328,0.410560,0.423250,0.427547,0.431724,0.400903,0.419205,0.406742,0.403486,0.414766,0.424977,0.402588,0.410356,0.426526,0.403350
241,0.382487,0.396533,0.394730,0.395401,0.403864,0.388739,0.398594,0.378526,0.395115,0.392609,0.387489,0.399982,0.385796,0.405914,0.366393
242,0.408030,0.403436,0.407237,0.417740,0.413814,0.400092,0.408275,0.380618,0.408866,0.400404,0.409407,0.395343,0.402156,0.408927,0.382583
243,0.410735,0.403531,0.414446,0.416960,0.417156,0.411297,0.406736,0.381955,0.414264,0.405893,0.418572,0.391566,0.412492,0.419806,0.401465
228,0.382375,0.392172,0.396763,0.404322,0.403019,0.390997,0.391944,0.373104,0.398296,0.399418,0.399128,0.385786,0.404869,0.401067,0.373328
229,0.403514,0.402233,0.397107,0.418635,0.414701,0.390322,0.407533,0.377266,0.399132,0.395782,0.401617,0.388997,0.396745,0.404081,0.383620
230,0.406586,0.392356,0.412561,0.404394,0.416214,0.401864,0.403400,0.384971,0.400175,0.403670,0.419390,0.379215,0.409131,0.414854,0.381779
231,0.406232,0.387720,0.393388,0.404097,0.401073,0.400666,0.397087,0.366978,0.396085,0.396190,0.383416,0.377526,0.403044,0.394875,0.379050
236,0.427157,0.418023,0.424199,0.426703,0.432121,0.415701,0.432238,0.401319,0.426902,0.426067,0.427070,0.415201,0.425799,0.434665,0.411532
237,0.413558,0.420245,0.416276,0.420695,0.423635,0.411224,0.419489,0.392470,0.412887,0.413728,0.423682,0.404916,0.412760,0.423796,0.402836
238,0.416478,0.414504,0.416561,0.415623,0.420415,0.396495,0.415570,0.393157,0.417371,0.408280,0.423990,0.387451,0.421628,0.423673,0.398314
239,0.416746,0.413730,0.405812,0.421567,0.420322,0.402342,0.416354,0.381459,0.410301,0.407607,0.414373,0.398477,0.414834,0.415144,0.402510
244,0.395257,0.391430,0.384710,0.394211,0.394113,0.377053,0.393995,0.359188,0.389072,0.390694,0.372185,0.368929,0.393576,0.386814,0.367983
245,0.432661,0.423263,0.433935,0.436579,0.436471,0.419506,0.424295,0.410011,0.426077,0.419242,0.432353,0.408704,0.433714,0.435489,0.398460
246,0.390911,0.381519,0.401147,0.402977,0.399883,0.376798,0.401287,0.375241,0.388628,0.391975,0.398646,0.384938,0.394765,0.399146,0.380868
247,0.415642,0.405763,0.414240,0.420992,0.418485,0.410725,0.411033,0.395996,0.415908,0.410252,0.410021,0.405562,0.411487,0.425569,0.397464
248,0.415725,0.393110,0.415694,0.415155,0.416727,0.417204,0.412028,0.392215,0.405492,0.400423,0.403794,0.388849,0.420718,0.422909,0.381180
249,0.399009,0.394544,0.404721,0.406764,0.417987,0.398919,0.403899,0.385061,0.405402,0.397389,0.404380,0.389065,0.402308,0.408158,0.384866
250,0.408311,0.408881,0.416937,0.416252,0.417302,0.413029,0.413715,0.394211,0.406717,0.410985,0.411838,0.396568,0.410628,0.426763,0.383886
251,0.402468,0.390310,0.408129,0.392009,0.407771,0.389438,0.397499,0.371419,0.387088,0.395291,0.398743,0.374453,0.402588,0.407181,0.372042
252,0.411650,0.399278,0.409185,0.407952,0.418188,0.396581,0.405726,0.381610,0.395102,0.394707,0.413011,0.391575,0.400924,0.412700,0.388673
253,0.398486,0.393215,0.396999,0.400869,0.397348,0.391152,0.399900,0.376814,0.395640,0.389072,0.400112,0.382525,0.394756,0.401119,0.385063
254,0.421668,0.411224,0.415859,0.420405,0.423046,0.403234,0.412906,0.393056,0.409757,0.409124,0.411230,0.395922,0.420147,0.429564,0.395352
255,0.422802,0.406201,0.422170,0.420740,0.422935,0.412371,0.416674,0.393530,0.415371,0.411072,0.419640,0.397317,0.410136,0.424623,0.403225
256,0.418976,0.408470,0.422044,0.416971,0.420666,0.402608,0.416205,0.382210,0.416427,0.417230,0.423105,0.395091,0.429002,0.427360,0.388172
257,0.409323,0.405963,0.412815,0.416136,0.417648,0.392477,0.412678,0.383489,0.405445,0.417595,0.408164,0.402085,0.410145,0.414068,0.387113
258,0.411416,0.395526,0.411544,0.412274,0.413969,0.391573,0.404477,0.376680,0.406722,0.397313,0.409426,0.383576,0.414004,0.409188,0.377964
259,0.419335,0.415804,0.405145,0.420796,0.417447,0.415703,0.409177,0.384259,0.416191,0.393432,0.423811,0.397313,0.406033,0.418835,0.402483
260,0.383312,0.379780,0.390205,0.405094,0.394635,0.381859,0.395148,0.366040,0.397760,0.386705,0.397256,0.377952,0.396305,0.396182,0.364363
261,0.405556,0.398558,0.399243,0.395122,0.398001,0.392227,0.391552,0.370515,0.407057,0.400381,0.398278,0.380235,0.392671,0.412138,0.377960
262,0.403681,0.409113,0.413836,0.416310,0.410654,0.405299,0.415326,0.390210,0.414576,0.411567,0.417478,0.394192,0.413936,0.417382,0.400001
263,0.413051,0.410822,0.419906,0.427259,0.415232,0.397991,0.419941,0.397776,0.408427,0.403786,0.416451,0.395476,0.420375,0.422403,0.392815
264,0.399751,0.408879,0.405414,0.412658,0.409505,0.392696,0.407780,0.388159,0.410172,0.398261,0.405796,0.389556,0.406478,0.413158,0.385830
265,0.410071,0.421068,0.408397,0.431129,0.421942,0.405429,0.418374,0.404281,0.408741,0.411062,0.412294,0.403712,0.413401,0.414037,0.396285
266,0.393452,0.391518,0.394753,0.408984,0.407719,0.391606,0.402110,0.377230,0.389610,0.397297,0.404065,0.391528,0.399672,0.411769,0.383958
267,0.386545,0.384826,0.386208,0.387916,0.390744,0.372756,0.382628,0.363348,0.393437,0.382983,0.390573,0.377755,0.387895,0.392437,0.358386
268,0.409077,0.397567,0.398579,0.410551,0.409971,0.382185,0.408001,0.379860,0.399632,0.387364,0.403979,0.385710,0.404526,0.402669,0.376136
269,0.410563,0.416057,0.417563,0.412230,0.424444,0.401955,0.409320,0.394926,0.415783,0.413920,0.412921,0.389635,0.412845,0.421543,0.383773
270,0.415161,0.405087,0.408299,0.416904,0.406014,0.396684,0.413683,0.386341,0.399092,0.398171,0.413317,0.389749,0.413911,0.418771,0.393335
271,0.416211,0.415678,0.426355,0.423854,0.428212,0.393513,0.423709,0.387466,0.421115,0.411777,0.420420,0.402554,0.422597,0.438482,0.403666
272,0.384303,0.384394,0.381976,0.389384,0.391953,0.368707,0.384463,0.358570,0.378686,0.379135,0.388170,0.369609,0.388172,0.388517,0.374028
273,0.400521,0.407678,0.405149,0.410051,0.409723,0.394136,0.408711,0.387973,0.416478,0.394542,0.405240,0.390396,0.408160,0.407254,0.387583
274,0.404907,0.404335,0.410334,0.413310,0.420394,0.391055,0.398556,0.377364,0.405949,0.402241,0.390963,0.392848,0.413955,0.407838,0.397909
275,0.400845,0.395923,0.399535,0.407379,0.407309,0.398728,0.406538,0.385590,0.400331,0.398073,0.407868,0.378169,0.414296,0.408993,0.381214
276,0.412036,0.409054,0.406491,0.415107,0.426215,0.400260,0.413883,0.392938,0.419063,0.391241,0.406670,0.407313,0.419645,0.421877,0.392907
277,0.405279,0.410335,0.407427,0.418121,0.408740,0.408030,0.406919,0.381820,0.408189,0.403501,0.404598,0.379466,0.411001,0.409195,0.380258
278,0.409798,0.404657,0.403679,0.413998,0.408821,0.389404,0.405142,0.374999,0.398792,0.391067,0.402587,0.385942,0.407177,0.415430,0.386727
279,0.421046,0.421548,0.421485,0.426704,0.429233,0.417602,0.417418,0.393096,0.427599,0.418286,0.415772,0.407324,0.417612,0.423652,0.403495
280,0.415964,0.409459,0.420281,0.409813,0.420931,0.402177,0.404532,0.394789,0.413963,0.417834,0.418784,0.402240,0.405385,0.427113,0.406872
281,0.424617,0.430399,0.429176,0.429027,0.432302,0.413860,0.420307,0.409344,0.420324,0.410283,0.423593,0.412244,0.421157,0.427205,0.395853
282,0.406137,0.402075,0.419305,0.431325,0.426413,0.407884,0.422178,0.394748,0.412012,0.413686,0.416743,0.401988,0.406799,0.417104,0.394124
283,0.409103,0.417354,0.407251,0.429011,0.412961,0.406068,0.426369,0.392891,0.418548,0.406929,0.401440,0.398909,0.416560,0.423924,0.389437
284,0.399292,0.401891,0.403721,0.409416,0.401707,0.391300,0.397845,0.386144,0.407271,0.395715,0.395798,0.388669,0.410422,0.403988,0.382549
285,0.403513,0.390512,0.394183,0.408633,0.409691,0.386919,0.397439,0.370742,0.402941,0.378385,0.403750,0.383761,0.403770,0.414295,0.381964
286,0.387329,0.379720,0.385387,0.385206,0.391963,0.377670,0.385283,0.366378,0.387147,0.374589,0.387625,0.376412,0.376333,0.397243,0.368176
287,0.401977,0.400487,0.414762,0.410275,0.411307,0.395909,0.401423,0.392211,0.411746,0.404660,0.411334,0.395106,0.406682,0.423559,0.379812
288,0.426005,0.413992,0.421212,0.413183,0.421916,0.394653,0.421419,0.393549,0.417177,0.409147,0.423566,0.410104,0.409368,0.426425,0.401987
289,0.385702,0.398902,0.387415,0.396839,0.391855,0.372937,0.392456,0.368433,0.389044,0.378426,0.395503,0.368770,0.388470,0.396528,0.375262
290,0.399168,0.396938,0.410571,0.421282,0.420802,0.393906,0.415825,0.384513,0.411674,0.391270,0.402649,0.391705,0.411385,0.402845,0.379166
291,0.381501,0.398271,0.396023,0.392151,0.397680,0.379452,0.389261,0.364395,0.379526,0.383687,0.392180,0.378453,0.391902,0.392291,0.372346
292,0.395297,0.385402,0.394112,0.396316,0.402996,0.370752,0.386507,0.371743,0.392550,0.386025,0.394669,0.368605,0.390282,0.397848,0.362578
293,0.423982,0.410278,0.411131,0.415885,0.412726,0.403525,0.411091,0.395042,0.406397,0.405882,0.417357,0.387392,0.416662,0.418051,0.394576
294,0.394209,0.392460,0.399205,0.398930,0.400720,0.387957,0.394162,0.364117,0.403650,0.392841,0.383329,0.382383,0.404061,0.403894,0.366194
295,0.410427,0.409085,0.402369,0.418023,0.413840,0.403115,0.404757,0.388036,0.405716,0.403334,0.407363,0.402827,0.416847,0.421918,0.401831
300,0.381852,0.385158,0.375638,0.400472,0.392146,0.363754,0.390453,0.361361,0.374852,0.370757,0.383751,0.372704,0.385047,0.394786,0.358815
301,0.368039,0.376909,0.378800,0.384894,0.394844,0.374910,0.373228,0.365429,0.377273,0.367993,0.376331,0.371790,0.374600,0.379291,0.356922
302,0.399010,0.398587,0.408168,0.409383,0.411444,0.390718,0.410820,0.375202,0.404447,0.397041,0.403959,0.391707,0.413291,0.407005,0.379125
303,0.421438,0.415632,0.426203,0.437353,0.433356,0.409558,0.426753,0.395268,0.421568,0.416254,0.423628,0.407953,0.423355,0.434855,0.401032
296,0.399633,0.396318,0.391052,0.399893,0.401106,0.392398,0.382427,0.365153,0.394415,0.391740,0.384261,0.378773,0.394132,0.402529,0.368254
297,0.399103,0.392550,0.401817,0.400712,0.403972,0.388473,0.401632,0.386236,0.400669,0.397710,0.399317,0.401652,0.398942,0.403890,0.374881
298,0.421037,0.408876,0.412444,0.419427,0.419285,0.409832,0.411980,0.387205,0.417362,0.406518,0.406209,0.404786,0.415394,0.422510,0.392175
299,0.415600,0.399505,0.417719,0.409919,0.419549,0.399266,0.405465,0.385496,0.415533,0.413405,0.416298,0.398363,0.418765,0.432025,0.396220
312,0.406428,0.406645,0.401976,0.419393,0.410190,0.387401,0.412452,0.378901,0.414456,0.403677,0.400368,0.393389,0.399183,0.411874,0.381100
313,0.407818,0.423254,0.410950,0.421512,0.411382,0.407190,0.414803,0.379953,0.412535,0.399125,0.409921,0.395837,0.413912,0.416296,0.388913
314,0.406122,0.399000,0.411562,0.412159,0.418896,0.397753,0.415173,0.389328,0.410520,0.406006,0.410612,0.397125,0.404456,0.419852,0.381135
315,0.423758,0.434109,0.427812,0.442670,0.438733,0.424994,0.427707,0.406693,0.434953,0.429200,0.428838,0.413193,0.431990,0.446079,0.401272
304,0.408289,0.416865,0.422534,0.423703,0.422388,0.398674,0.418971,0.402453,0.415825,0.416352,0.412927,0.399589,0.416812,0.422457,0.397039
305,0.403910,0.397559,0.399913,0.414536,0.413548,0.394295,0.402141,0.382314,0.402911,0.394273,0.409535,0.399888,0.408114,0.413157,0.383363
306,0.418099,0.409298,0.410107,0.423937,0.410972,0.402861,0.410230,0.371781,0.420867,0.399487,0.414909,0.392460,0.415531,0.421500,0.405329
307,0.406012,0.400913,0.415387,0.402166,0.417534,0.396721,0.410763,0.393596,0.408195,0.401937,0.412565,0.391756,0.402173,0.416991,0.382544
308,0.404001,0.405500,0.398485,0.420933,0.419001,0.401278,0.408491,0.377590,0.402283,0.402294,0.406489,0.384336,0.410406,0.410381,0.381542
309,0.393775,0.379861,0.387570,0.392911,0.387639,0.378474,0.398040,0.352219,0.383794,0.385717,0.395464,0.379660,0.390062,0.388456,0.375779
310,0.404244,0.392285,0.400367,0.405491,0.405062,0.379078,0.394467,0.377165,0.396668,0.389279,0.394661,0.388369,0.392097,0.405641,0.384565
311,0.383872,0.373596,0.379522,0.394513,0.382575,0.385917,0.387162,0.355814,0.380171,0.387224,0.386589,0.361674,0.393199,0.401881,0.374666
316,0.390943,0.385199,0.381176,0.379755,0.389026,0.362682,0.374131,0.366401,0.381608,0.381317,0.396822,0.361296,0.395160,0.399963,0.361414
317,0.405789,0.407699,0.411209,0.417068,0.426361,0.391059,0.406986,0.385794,0.400835,0.414221,0.423138,0.394627,0.412401,0.409485,0.387003
318,0.389483,0.378008,0.387821,0.402468,0.404246,0.372803,0.382876,0.369366,0.395618,0.387546,0.401850,0.376323,0.393155,0.400124,0.357378
319,0.412177,0.414429,0.419251,0.420336,0.420204,0.394471,0.414650,0.403681,0.402086,0.407141,0.422003,0.409421,0.411642,0.426490,0.387909
324,0.398214,0.387457,0.401059,0.403628,0.407450,0.378222,0.398157,0.374481,0.393254,0.392368,0.406618,0.377750,0.397995,0.409443,0.378240
325,0.409088,0.409054,0.399649,0.414269,0.418213,0.386871,0.406149,0.390161,0.395638,0.400047,0.397827,0.388522,0.399210,0.409025,0.380949
326,0.423591,0.413088,0.425201,0.423307,0.427876,0.416887,0.436505,0.404524,0.430244,0.422252,0.427401,0.419147,0.426914,0.437223,0.405106
327,0.384216,0.396526,0.391025,0.396970,0.410901,0.382883,0.381248,0.374446,0.400462,0.381626,0.399382,0.370875,0.401314,0.403133,0.365020
320,0.412459,0.406850,0.418352,0.431599,0.424250,0.411779,0.425250,0.385266,0.407874,0.416037,0.420667,0.396154,0.414540,0.424421,0.397588
321,0.416094,0.417604,0.412669,0.417506,0.420555,0.409830,0.409057,0.398229,0.416213,0.418776,0.414286,0.406075,0.418063,0.425771,0.401596
322,0.408573,0.413498,0.410263,0.411931,0.419650,0.419650,0.413543,0.392393,0.422111,0.417217,0.415112,0.398657,0.423496,0.420432,0.406709
323,0.410341,0.403108,0.413910,0.421009,0.422579,0.412096,0.417171,0.392922,0.401090,0.405130,0.413234,0.392872,0.428559,0.420019,0.397815
328,0.380142,0.388962,0.384321,0.396119,0.390820,0.386417,0.389400,0.363240,0.394415,0.381747,0.388095,0.367790,0.384592,0.395532,0.363096
329,0.400448,0.400294,0.399853,0.404927,0.404571,0.399121,0.400118,0.386924,0.399434,0.390055,0.405014,0.382902,0.396934,0.401263,0.385883
330,0.397616,0.405424,0.394844,0.416160,0.401552,0.381548,0.410934,0.367744,0.406727,0.392367,0.408041,0.382261,0.404758,0.408262,0.395365
331,0.396840,0.410124,0.397300,0.410918,0.409082,0.377048,0.414202,0.382341,0.399751,0.398935,0.410278,0.385974,0.398878,0.398986,0.376153
332,0.419759,0.422505,0.411825,0.415373,0.426426,0.397297,0.415985,0.384225,0.405577,0.414019,0.418174,0.398309,0.398681,0.432635,0.396965
333,0.419920,0.398007,0.408576,0.417544,0.425086,0.417116,0.414053,0.380184,0.410609,0.407564,0.411417,0.397577,0.411696,0.425129,0.403556
334,0.397402,0.383971,0.405845,0.411348,0.414772,0.387392,0.402817,0.385797,0.400720,0.405911,0.408269,0.392297,0.415799,0.407963,0.380312
335,0.394377,0.379575,0.385514,0.397999,0.397236,0.392322,0.389014,0.375781,0.389373,0.394557,0.402514,0.371089,0.399107,0.403453,0.379830
336,0.417862,0.422607,0.419507,0.424353,0.424558,0.415179,0.419177,0.401087,0.420495,0.411445,0.402393,0.405886,0.411426,0.429039,0.403243
337,0.434463,0.429074,0.425340,0.427568,0.430530,0.411188,0.421082,0.395917,0.419170,0.421858,0.434321,0.403790,0.431123,0.429384,0.400145
338,0.402557,0.394777,0.401338,0.400316,0.414399,0.379040,0.390138,0.374910,0.393819,0.388691,0.391684,0.392380,0.395761,0.406043,0.382116
339,0.423554,0.422092,0.415217,0.422268,0.407211,0.405207,0.416921,0.391995,0.405584,0.392959,0.410648,0.390978,0.412771,0.412728,0.398578
340,0.420922,0.402351,0.420433,0.411822,0.430019,0.408109,0.405634,0.398804,0.406581,0.406944,0.415420,0.397487,0.411551,0.424152,0.401636
341,0.421148,0.403085,0.419374,0.413848,0.422641,0.401678,0.420329,0.392904,0.411690,0.414922,0.416364,0.401686,0.408708,0.420401,0.407912
342,0.422784,0.434910,0.419994,0.433647,0.430878,0.407762,0.438325,0.400018,0.424610,0.420369,0.419302,0.420250,0.420414,0.424003,0.417192
343,0.386396,0.368547,0.377803,0.382188,0.393263,0.383074,0.381740,0.364234,0.386267,0.386549,0.393499,0.359013,0.383151,0.391658,0.367742
344,0.390683,0.384371,0.378648,0.393416,0.387402,0.361791,0.388112,0.364779,0.385610,0.379785,0.392890,0.373548,0.386061,0.392511,0.361662
345,0.395291,0.392347,0.392589,0.399446,0.395448,0.391754,0.397373,0.366282,0.400016,0.384148,0.402084,0.378919,0.396590,0.404563,0.375031
346,0.409435,0.412506,0.416333,0.412467,0.420932,0.413108,0.409234,0.391224,0.418597,0.409499,0.410859,0.395090,0.421420,0.426911,0.400003
